name_hc,mb_2008,mb_2009,parent_key,key,setofmb_hc,id,idext,region,zone,woreda,wname,
Oda jarjaro,55,48,uuid:645752b2-5d84-45ff-8d9f-cc5c3a54aa97/r1[4],uuid:645752b2-5d84-45ff-8d9f-cc5c3a54aa97/r1[4]/mb_HC[3],uuid:645752b2-5d84-45ff-8d9f-cc5c3a54aa97/r1[4]/mb_HC,uuid:645752b2-5d84-45ff-8d9f-cc5c3a54aa97,r1[4],Oromiya,Arsi,28,BELE GASGAR-WEREDA,
Yrigacheffe health center,705,113,uuid:668d5b6e-1fc3-436e-acd8-9521a7c5ccb6/r1[1],uuid:668d5b6e-1fc3-436e-acd8-9521a7c5ccb6/r1[1]/mb_HC[1],uuid:668d5b6e-1fc3-436e-acd8-9521a7c5ccb6/r1[1]/mb_HC,uuid:668d5b6e-1fc3-436e-acd8-9521a7c5ccb6,r1[1],SNNP,Gedeo,192,Yirgachefee Town,
Adi shumbruh,371,593,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Simret,1301,1152,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[7],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Chila,867,746,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[5],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Debre harmaz,766,628,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[6],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Asayme,382,317,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[4],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Birshwa primary hospital,1842,2035,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[1],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Ahsea,482,484,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC[3],uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c/r1[2]/mb_HC,uuid:680a1e84-63c0-40af-84a8-e6d0cf6db37c,r1[2],Tigray,Central Tigray,99,Mereb Leha,
Gewgew,4,0,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56,r1[2],Oromiya,West Hararge,60,GEMECHIS-WEREDA,
Walenso Hidha Dima,0,0,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC[6],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56,r1[2],Oromiya,West Hararge,60,GEMECHIS-WEREDA,
Kasehija,17,28,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC[4],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56,r1[2],Oromiya,West Hararge,60,GEMECHIS-WEREDA,
Homacho,0,9,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC[3],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56,r1[2],Oromiya,West Hararge,60,GEMECHIS-WEREDA,
Sire gudo,0,0,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC[5],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56,r1[2],Oromiya,West Hararge,60,GEMECHIS-WEREDA,
Kuni,34,1,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC[1],uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56/r1[2]/mb_HC,uuid:6aa663f5-6318-4bab-b1ff-7c4104717d56,r1[2],Oromiya,West Hararge,60,GEMECHIS-WEREDA,
Arba,70,9,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC[4],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636,r1[1],Oromiya,West Hararge,54,BOKE-WEREDA,
Boke Gudo,0,0,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC[2],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636,r1[1],Oromiya,West Hararge,54,BOKE-WEREDA,
Ido Aroji,0,0,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC[5],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636,r1[1],Oromiya,West Hararge,54,BOKE-WEREDA,
Hatura,16,30,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC[3],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636,r1[1],Oromiya,West Hararge,54,BOKE-WEREDA,
Boke Tiko,23,35,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC[1],uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636/r1[1]/mb_HC,uuid:6adf2900-3e6e-4cfd-b371-5df5d037e636,r1[1],Oromiya,West Hararge,54,BOKE-WEREDA,
Goromendera H C,0,0,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC[3],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319,r1[1],Amhara,South Wolo,227,Kutaber,
Kutaber H C,9,8,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC[1],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319,r1[1],Amhara,South Wolo,227,Kutaber,
Ligot H C,31,9,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC[5],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319,r1[1],Amhara,South Wolo,227,Kutaber,
Qundi H C,23,19,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC[2],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319,r1[1],Amhara,South Wolo,227,Kutaber,
Qolla Gerado H C,18,15,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC[4],uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319/r1[1]/mb_HC,uuid:6b40d9c1-b421-417e-92e9-c6e887b3d319,r1[1],Amhara,South Wolo,227,Kutaber,
Golja HC,10,15,uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC[2],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC,uuid:6e577b91-9f6d-42e3-9362-60616e77835a,r1[4],Oromiya,Arsi,50,TIYO-WEREDA,
Gonde HC,34,6,uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC[1],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC,uuid:6e577b91-9f6d-42e3-9362-60616e77835a,r1[4],Oromiya,Arsi,50,TIYO-WEREDA,
BilaloHC,0,0,uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC[3],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC,uuid:6e577b91-9f6d-42e3-9362-60616e77835a,r1[4],Oromiya,Arsi,50,TIYO-WEREDA,
Betiti  HC,0,0,uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC[4],uuid:6e577b91-9f6d-42e3-9362-60616e77835a/r1[4]/mb_HC,uuid:6e577b91-9f6d-42e3-9362-60616e77835a,r1[4],Oromiya,Arsi,50,TIYO-WEREDA,
Kobe health center,65,57,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC[3],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de,r1[3],Amhara,North Wollo,204,Bugna,
Birko health center,25,20,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC[2],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de,r1[3],Amhara,North Wollo,204,Bugna,
Kidus harbe health center,15,18,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC[4],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de,r1[3],Amhara,North Wollo,204,Bugna,
XAyena healthe center,45,32,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC[1],uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de/r1[3]/mb_HC,uuid:6e7888a0-bb1e-4996-854d-9f5ddb0993de,r1[3],Amhara,North Wollo,204,Bugna,
Qoteti,0,107,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC[2],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de,r1[1],Amhara,South Wolo,230,M/Saint,
Densa,0,46,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC[1],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de,r1[1],Amhara,South Wolo,230,M/Saint,
Worqi Mawucha,0,37,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC[3],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de,r1[1],Amhara,South Wolo,230,M/Saint,
Ahyo,0,54,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC[4],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de,r1[1],Amhara,South Wolo,230,M/Saint,
Atronce,0,19,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC[5],uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de/r1[1]/mb_HC,uuid:6fc49f04-39e7-4763-8a33-b4a83912d4de,r1[1],Amhara,South Wolo,230,M/Saint,
Shil afaf,27,15,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378,r1[3],Amhara,South Wolo,223,Jamma,
Faje,39,21,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC[6],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378,r1[3],Amhara,South Wolo,223,Jamma,
Key afer,24,10,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC[5],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378,r1[3],Amhara,South Wolo,223,Jamma,
Libanose,25,12,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC[2],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378,r1[3],Amhara,South Wolo,223,Jamma,
Ahya feji,36,13,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC[4],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378,r1[3],Amhara,South Wolo,223,Jamma,
Degollo,15,5,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC[1],uuid:70f487e4-dfad-4af7-b58c-a819d47c1378/r1[3]/mb_HC,uuid:70f487e4-dfad-4af7-b58c-a819d47c1378,r1[3],Amhara,South Wolo,223,Jamma,
Galuko hireye,0,1,uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1],uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1]/mb_HC[2],uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1]/mb_HC,uuid:735a8062-3a1c-43ab-a3e9-7888d509443e,r1[1],SNNP,Sidama,168,Shebedino,
Fura,0,0,uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1],uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1]/mb_HC[6],uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1]/mb_HC,uuid:735a8062-3a1c-43ab-a3e9-7888d509443e,r1[1],SNNP,Sidama,168,Shebedino,
Asarado mero,0,0,uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1],uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1]/mb_HC[8],uuid:735a8062-3a1c-43ab-a3e9-7888d509443e/r1[1]/mb_HC,uuid:735a8062-3a1c-43ab-a3e9-7888d509443e,r1[1],SNNP,Sidama,168,Shebedino,
