name_hc,mb_2008,mb_2009,parent_key,key,setofmb_hc,id,idext,region,zone,woreda,wname,
Jukera,731,280,uuid:c3e970a4-d18d-441c-8e98-b3f682886239/r1[4],uuid:c3e970a4-d18d-441c-8e98-b3f682886239/r1[4]/mb_HC[8],uuid:c3e970a4-d18d-441c-8e98-b3f682886239/r1[4]/mb_HC,uuid:c3e970a4-d18d-441c-8e98-b3f682886239,r1[4],SNNP,Hadiya,145,Soro,
Akama,952,52,uuid:c3e970a4-d18d-441c-8e98-b3f682886239/r1[4],uuid:c3e970a4-d18d-441c-8e98-b3f682886239/r1[4]/mb_HC[4],uuid:c3e970a4-d18d-441c-8e98-b3f682886239/r1[4]/mb_HC,uuid:c3e970a4-d18d-441c-8e98-b3f682886239,r1[4],SNNP,Hadiya,145,Soro,
Endamosa,18,15,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC[4],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3,r1[3],Tigray,Eastern Tigray,112,Erop,
Weratle,0,0,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC[1],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3,r1[3],Tigray,Eastern Tigray,112,Erop,
Endalgeda,10,18,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3,r1[3],Tigray,Eastern Tigray,112,Erop,
Arae,0,14,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC[5],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3,r1[3],Tigray,Eastern Tigray,112,Erop,
Dowhan primary Hosp,97,428,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC[2],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3,r1[3],Tigray,Eastern Tigray,112,Erop,
Alitena(NGO),5,35,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC[6],uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3/r1[3]/mb_HC,uuid:c4bee648-8e2b-40d7-ab00-ff687bcf9db3,r1[3],Tigray,Eastern Tigray,112,Erop,
Ashenge,0,34,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59,r1[2],Tigray,South Tigray,117,Ofla,
Maymado,38,37,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC[4],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59,r1[2],Tigray,South Tigray,117,Ofla,
Falla,14,1,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC[1],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59,r1[2],Tigray,South Tigray,117,Ofla,
Lat,18,9,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC[3],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59,r1[2],Tigray,South Tigray,117,Ofla,
Sesella,35,80,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC[5],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59,r1[2],Tigray,South Tigray,117,Ofla,
Zata,33,50,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC[6],uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59/r1[2]/mb_HC,uuid:c58ea2dd-d6ae-479b-8a48-880ec794db59,r1[2],Tigray,South Tigray,117,Ofla,
Gerba,352,88,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[6],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Harbu,363,1176,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[7],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Dawlo,107,107,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[4],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Degan,197,127,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[5],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Resa,57,42,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[9],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Besena,9,22,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[3],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Ardebo,9,4,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[1],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Ketetya,352,6,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[8],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Beke,62,32,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC[2],uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d/r1[2]/mb_HC,uuid:c6c23ba5-0ec3-4db9-a980-ac385ab34f9d,r1[2],Amhara,South Wolo,224,Kallu,
Geche,1045,457,uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC[3],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC,uuid:c8299603-4db7-4694-b431-d7b5aa966892,r1[1],SNNP,Gurage,137,Eza,
Agena,148,72,uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC[1],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC,uuid:c8299603-4db7-4694-b431-d7b5aa966892,r1[1],SNNP,Gurage,137,Eza,
Koter gedra,0,0,uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC[4],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC,uuid:c8299603-4db7-4694-b431-d7b5aa966892,r1[1],SNNP,Gurage,137,Eza,
Darcha,808,468,uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC[2],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC,uuid:c8299603-4db7-4694-b431-d7b5aa966892,r1[1],SNNP,Gurage,137,Eza,
Ydege andnet,0,0,uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC[5],uuid:c8299603-4db7-4694-b431-d7b5aa966892/r1[1]/mb_HC,uuid:c8299603-4db7-4694-b431-d7b5aa966892,r1[1],SNNP,Gurage,137,Eza,
Harue,48,11,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[6],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Koniga,11,2,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[7],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Garbota,147,35,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[3],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Harobadam,0,0,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[5],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Garse,8,15,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[4],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Cuto healthe,37,28,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[1],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Edido,5,1,uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC[2],uuid:c83aebef-3261-406a-81ed-4762e2324bdb/r1[2]/mb_HC,uuid:c83aebef-3261-406a-81ed-4762e2324bdb,r1[2],SNNP,Gedeo,191,Yirgacheffe woreda,
Kore,0,0,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[2],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
Harewcha,6,0,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[3],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
Jaja,4,10,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
Harew,10,1,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[4],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
Breda,12,8,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[6],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
Jelo,102,16,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[5],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
Boko,21,0,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC[7],uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae/r1[1]/mb_HC,uuid:c923a131-a96b-4563-9a81-e2b2a29a5aae,r1[1],,,,,
D.zebit,20,16,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[3],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Taja,23,24,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[6],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Filakit,7,14,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[1],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Hana mekuat,31,14,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[5],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Estaysh,2,7,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[8],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Agrit,17,9,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[2],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Anchim,27,12,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Serko,90,43,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC[7],uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb/r1[4]/mb_HC,uuid:c93ffbda-14d3-49dc-8e57-651d447f0feb,r1[4],Amhara,North Wollo,212,Mekiet,
Arerti,259,181,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC[1],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388,r1[4],Amhara,North Shewa,256,Minjar,
Dire,206,153,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC[3],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388,r1[4],Amhara,North Shewa,256,Minjar,
Balchi,46,59,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC[5],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388,r1[4],Amhara,North Shewa,256,Minjar,
Kiristos Semra,63,36,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC[4],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388,r1[4],Amhara,North Shewa,256,Minjar,
Bolo Giorgis,16,32,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC[2],uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388/r1[4]/mb_HC,uuid:c99f814b-f0b9-40ff-a6d7-f5dc62178388,r1[4],Amhara,North Shewa,256,Minjar,
Lencha,170,199,uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2],uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2]/mb_HC[3],uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2]/mb_HC,uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c,r1[2],SNNP,Gurage,133,Kebena,
Wutign,166,391,uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2],uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2]/mb_HC[2],uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2]/mb_HC,uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c,r1[2],SNNP,Gurage,133,Kebena,
Wesherbe,688,406,uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2],uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2]/mb_HC[1],uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c/r1[2]/mb_HC,uuid:c9bc48e9-9199-4c19-af8d-0a75c708949c,r1[2],SNNP,Gurage,133,Kebena,
Mezezo,0,3,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC[2],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb,r1[1],Amhara,North Shewa,261,Tarmaber,
Armania,0,12,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC[3],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb,r1[1],Amhara,North Shewa,261,Tarmaber,
Agamber,0,13,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC[4],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb,r1[1],Amhara,North Shewa,261,Tarmaber,
D/sina,1,10,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC[1],uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb/r1[1]/mb_HC,uuid:ce23c017-cc48-4443-8d39-5a1a2051eeeb,r1[1],Amhara,North Shewa,261,Tarmaber,
Mahali Amba Center,20,15,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC[3],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d,r1[4],SNNP,Gurage,131,Gedebano G/W,
Semia Health Center,50,20,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC[2],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d,r1[4],SNNP,Gurage,131,Gedebano G/W,
Engi Health Center,100,65,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC[1],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d,r1[4],SNNP,Gurage,131,Gedebano G/W,
Jima and Woline Health Center,50,30,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC[6],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d,r1[4],SNNP,Gurage,131,Gedebano G/W,
Gutazer Health Center,12,10,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d,r1[4],SNNP,Gurage,131,Gedebano G/W,
Garino Health Center,10,8,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC[5],uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d/r1[4]/mb_HC,uuid:d1d70fd1-1bbc-4322-a55a-f1299455621d,r1[4],SNNP,Gurage,131,Gedebano G/W,
Guameda,0,44,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC[2],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f,r1[1],Amhara,South Wolo,232,Sayint,
Ewa,0,2,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC[4],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f,r1[1],Amhara,South Wolo,232,Sayint,
Ambaferit,0,14,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC[3],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f,r1[1],Amhara,South Wolo,232,Sayint,
Tedebemariyam,0,8,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC[7],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f,r1[1],Amhara,South Wolo,232,Sayint,
Endote,0,2,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC[6],uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f/r1[1]/mb_HC,uuid:d2022d1f-b66e-4ccd-8017-674593dcf18f,r1[1],Amhara,South Wolo,232,Sayint,
